"Time","Timestamp","cpu_usage","memory_usage","bandwidth_inbound","bandwidth_outbound","tps","tps_error","response_time","Status"
"2023-09-08 09:41:30","1694140890000","13.8%","54.7%","5.11 GB/s","4.43 GB/s","2.60 req/s","0 req/s","1.31 s","0"
"2023-09-08 09:41:35","1694140895000","19.2%","53.7%","7.83 GB/s","7.17 GB/s","1.80 req/s","0.200 req/s","2.77 s","1"
"2023-09-08 09:41:40","1694140900000","11.2%","53.7%","3.56 GB/s","3.50 GB/s","5 req/s","3.20 req/s","3.71 s","1"
"2023-09-08 09:41:45","1694140905000","19.8%","53.0%","7.15 GB/s","6.75 GB/s","2.60 req/s","0 req/s","1.53 s","0"
"2023-09-08 09:41:50","1694140910000","16.6%","53.7%","6.10 GB/s","5.52 GB/s","1.40 req/s","0 req/s","2.70 s","0"
"2023-09-08 09:41:55","1694140915000","14.0%","53.7%","2.27 GB/s","2.05 GB/s","3.40 req/s","0.600 req/s","5.10 s","1"
"2023-09-08 09:42:00","1694140920000","15.4%","53.2%","5.81 GB/s","5.06 GB/s","1.80 req/s","0 req/s","1.79 s","0"
"2023-09-08 09:42:05","1694140925000","13.8%","53.1%","1.30 GB/s","1.23 GB/s","1.20 req/s","0 req/s","1.62 s","0"
"2023-09-08 09:42:10","1694140930000","10.4%","53.3%","1.86 GB/s","1.98 GB/s","2 req/s","1 req/s","2.91 s","1"
"2023-09-08 09:42:15","1694140935000","13.4%","53.1%","2.61 GB/s","2.45 GB/s","4.20 req/s","1.20 req/s","3.42 s","1"
"2023-09-08 09:42:20","1694140940000","14.0%","52.9%","2.59 GB/s","2.28 GB/s","1.80 req/s","0 req/s","1.26 s","0"
"2023-09-08 09:42:25","1694140945000","14.4%","54.7%","4.82 GB/s","4.21 GB/s","1.20 req/s","0 req/s","958 ms","0"
"2023-09-08 09:42:30","1694140950000","6.20%","54.3%","336 MB/s","383 MB/s","2.60 req/s","2.40 req/s","2.89 s","1"
"2023-09-08 09:42:35","1694140955000","3.60%","54.3%","259 MB/s","212 MB/s","4 req/s","3.40 req/s","3.70 s","1"
"2023-09-08 09:42:40","1694140960000","4.80%","52.6%","1.21 GB/s","1.07 GB/s","2.40 req/s","1 req/s","3.40 s","1"
"2023-09-08 09:42:45","1694140965000","7.00%","51.2%","1.89 GB/s","1.67 GB/s","1.40 req/s","0.800 req/s","2.32 s","1"
"2023-09-08 09:42:50","1694140970000","7.60%","51.1%","977 MB/s","874 MB/s","2 req/s","0.800 req/s","4.39 s","1"
"2023-09-08 09:42:55","1694140975000","4.40%","50.5%","566 MB/s","551 MB/s","2.40 req/s","2.20 req/s","2.83 s","1"
"2023-09-08 09:43:00","1694140980000","3.00%","50.5%","130 MB/s","137 MB/s","2.80 req/s","2.60 req/s","2.93 s","1"
"2023-09-08 09:43:05","1694140985000","7.80%","53.4%","1.60 GB/s","2.00 GB/s","3 req/s","1.40 req/s","2.99 s","1"
"2023-09-08 09:43:10","1694140990000","12.6%","53.8%","9.19 GB/s","7.16 GB/s","1.20 req/s","0 req/s","3.97 s","0"
"2023-09-08 09:43:15","1694140995000","11.8%","55.6%","3.97 GB/s","3.49 GB/s","1.40 req/s","0 req/s","1.62 s","0"
"2023-09-08 09:43:20","1694141000000","10.0%","53.1%","2.30 GB/s","2.10 GB/s","2 req/s","0 req/s","1.71 s","0"
"2023-09-08 09:43:25","1694141005000","11.8%","53.5%","5.94 GB/s","5.15 GB/s","2.60 req/s","0 req/s","1.83 s","0"
"2023-09-08 09:43:30","1694141010000","14.0%","52.2%","6.88 GB/s","6.64 GB/s","4.60 req/s","0 req/s","1.98 s","0"
"2023-09-08 09:43:35","1694141015000","26.8%","55.8%","15.9 GB/s","12.9 GB/s","1.80 req/s","0 req/s","1.33 s","0"
"2023-09-08 09:43:40","1694141020000","14.8%","52.8%","2.73 GB/s","2.44 GB/s","1.20 req/s","0 req/s","1.13 s","0"
"2023-09-08 09:43:45","1694141025000","14.8%","54.0%","7.62 GB/s","6.66 GB/s","2.60 req/s","0 req/s","1.40 s","0"
"2023-09-08 09:43:50","1694141030000","20.0%","54.5%","10.1 GB/s","9.24 GB/s","3.20 req/s","0.200 req/s","2.95 s","1"
"2023-09-08 09:43:55","1694141035000","24.4%","54.6%","11.0 GB/s","9.52 GB/s","2 req/s","0 req/s","2.31 s","0"
"2023-09-08 09:44:00","1694141040000","13.0%","52.9%","1.67 GB/s","1.52 GB/s","1.60 req/s","0 req/s","1.66 s","0"
"2023-09-08 09:44:05","1694141045000","16.4%","53.0%","7.34 GB/s","6.58 GB/s","3.20 req/s","1 req/s","3.13 s","1"
"2023-09-08 09:44:10","1694141050000","25.8%","58.4%","9.56 GB/s","8.40 GB/s","2.80 req/s","0 req/s","3.52 s","0"
"2023-09-08 09:44:15","1694141055000","18.0%","53.3%","9.88 GB/s","8.64 GB/s","2.80 req/s","0 req/s","3.82 s","0"
"2023-09-08 09:44:20","1694141060000","10.8%","54.4%","5.74 GB/s","4.97 GB/s","4.40 req/s","1.40 req/s","3.30 s","1"
"2023-09-08 09:44:25","1694141065000","16.0%","56.0%","7.08 GB/s","6.12 GB/s","2.80 req/s","0 req/s","943 ms","0"
"2023-09-08 09:44:30","1694141070000","15.6%","54.1%","8.23 GB/s","7.17 GB/s","2.20 req/s","0 req/s","929 ms","0"
"2023-09-08 09:44:35","1694141075000","12.0%","54.5%","5.19 GB/s","4.44 GB/s","2 req/s","0 req/s","510 ms","0"
"2023-09-08 09:44:40","1694141080000","9.80%","53.4%","2.88 GB/s","2.65 GB/s","2.40 req/s","0 req/s","1.51 s","0"
"2023-09-08 09:44:45","1694141085000","14.0%","55.5%","9.82 GB/s","8.35 GB/s","1.80 req/s","0 req/s","456 ms","0"
"2023-09-08 09:44:50","1694141090000","3.60%","53.8%","1.64 GB/s","1.43 GB/s","1.60 req/s","0 req/s","808 ms","0"
"2023-09-08 09:44:55","1694141095000","13.6%","52.7%","3.62 GB/s","3.33 GB/s","2 req/s","0 req/s","1.92 s","0"
"2023-09-08 09:45:00","1694141100000","6.00%","52.9%","2.58 GB/s","2.30 GB/s","4 req/s","1.80 req/s","3.14 s","1"
"2023-09-08 09:45:05","1694141105000","21.0%","53.4%","2.33 GB/s","2.22 GB/s","1.20 req/s","0 req/s","3.26 s","0"
"2023-09-08 09:45:10","1694141110000","21.2%","53.6%","5.38 GB/s","4.76 GB/s","1.80 req/s","0 req/s","2.44 s","0"
"2023-09-08 09:45:15","1694141115000","15.0%","53.5%","2.07 GB/s","2.05 GB/s","3 req/s","0.800 req/s","3.78 s","1"
"2023-09-08 09:45:20","1694141120000","16.6%","53.7%","3.02 GB/s","2.75 GB/s","3.60 req/s","1.20 req/s","4.79 s","1"
"2023-09-08 09:45:25","1694141125000","9.80%","53.7%","2.21 GB/s","2.01 GB/s","4.20 req/s","2.20 req/s","3.42 s","1"
"2023-09-08 09:45:30","1694141130000","14.4%","53.7%","5.25 GB/s","4.48 GB/s","1.60 req/s","0 req/s","2.25 s","0"
"2023-09-08 09:45:35","1694141135000","8.80%","54.0%","2.21 GB/s","1.93 GB/s","2.60 req/s","0 req/s","1.47 s","0"
"2023-09-08 09:45:40","1694141140000","17.8%","53.0%","7.03 GB/s","6.20 GB/s","1.60 req/s","0 req/s","1.95 s","0"
"2023-09-08 09:45:45","1694141145000","19.2%","53.9%","7.15 GB/s","6.78 GB/s","3.40 req/s","0.200 req/s","3.14 s","1"
"2023-09-08 09:45:50","1694141150000","15.8%","53.0%","6.79 GB/s","5.89 GB/s","2.80 req/s","0 req/s","2.11 s","0"
"2023-09-08 09:45:55","1694141155000","12.2%","52.8%","2.39 GB/s","2.22 GB/s","1.60 req/s","0 req/s","1.58 s","0"
"2023-09-08 09:46:00","1694141160000","13.2%","53.7%","4.22 GB/s","3.72 GB/s","2.20 req/s","0 req/s","2.17 s","0"
"2023-09-08 09:46:05","1694141165000","10.0%","54.0%","2.90 GB/s","3.35 GB/s","3 req/s","1.40 req/s","2.81 s","1"
"2023-09-08 09:46:10","1694141170000","13.4%","54.1%","3.27 GB/s","3.59 GB/s","4.80 req/s","2.20 req/s","3.77 s","1"
"2023-09-08 09:46:15","1694141175000","16.6%","53.8%","5.97 GB/s","5.35 GB/s","2.20 req/s","0 req/s","2.67 s","0"
"2023-09-08 09:46:20","1694141180000","13.2%","53.8%","4.89 GB/s","5.33 GB/s","4 req/s","0.800 req/s","2.94 s","1"
"2023-09-08 09:46:25","1694141185000","17.4%","53.9%","7.68 GB/s","6.04 GB/s","1.80 req/s","0 req/s","1.34 s","0"
"2023-09-08 09:46:30","1694141190000","21.4%","54.6%","9.79 GB/s","8.52 GB/s","3 req/s","0 req/s","2.24 s","0"
"2023-09-08 09:46:35","1694141195000","26.6%","52.8%","12.0 GB/s","10.4 GB/s","2.80 req/s","0 req/s","1.71 s","0"
"2023-09-08 09:46:40","1694141200000","11.6%","52.6%","1.96 GB/s","1.78 GB/s","1.80 req/s","0 req/s","1.00 s","0"
"2023-09-08 09:46:45","1694141205000","16.8%","52.8%","7.21 GB/s","6.32 GB/s","2.40 req/s","0 req/s","1.20 s","0"
"2023-09-08 09:46:50","1694141210000","12.4%","52.9%","3.73 GB/s","3.31 GB/s","2.20 req/s","0 req/s","1.73 s","0"
"2023-09-08 09:46:55","1694141215000","17.6%","54.0%","8.26 GB/s","7.18 GB/s","2.40 req/s","0 req/s","3.21 s","0"
"2023-09-08 09:47:00","1694141220000","10.0%","53.2%","2.29 GB/s","2.00 GB/s","1.80 req/s","0 req/s","969 ms","0"
"2023-09-08 09:47:05","1694141225000","18.8%","53.7%","5.65 GB/s","5.07 GB/s","1.80 req/s","0 req/s","1.60 s","0"
"2023-09-08 09:47:10","1694141230000","17.4%","53.0%","5.31 GB/s","4.66 GB/s","3.80 req/s","1.80 req/s","3.55 s","1"
"2023-09-08 09:47:15","1694141235000","17.4%","53.2%","4.21 GB/s","3.72 GB/s","3.20 req/s","0 req/s","2.14 s","0"
"2023-09-08 09:47:20","1694141240000","11.8%","53.2%","6.73 GB/s","5.79 GB/s","2.80 req/s","0 req/s","930 ms","0"
"2023-09-08 09:47:25","1694141245000","17.0%","52.9%","5.98 GB/s","5.25 GB/s","2.60 req/s","0 req/s","1.12 s","0"
"2023-09-08 09:47:30","1694141250000","9.20%","52.9%","1.70 GB/s","1.52 GB/s","1.60 req/s","0 req/s","696 ms","0"
"2023-09-08 09:47:35","1694141255000","14.4%","58.6%","9.95 GB/s","8.60 GB/s","1.60 req/s","0 req/s","903 ms","0"
"2023-09-08 09:47:40","1694141260000","16.4%","55.1%","5.90 GB/s","5.23 GB/s","2 req/s","0 req/s","3.04 s","0"
"2023-09-08 09:47:45","1694141265000","6.80%","53.3%","1.48 GB/s","1.51 GB/s","4.40 req/s","3 req/s","3.35 s","1"
"2023-09-08 09:47:50","1694141270000","18.2%","54.0%","6.47 GB/s","6.29 GB/s","2.60 req/s","0.400 req/s","3.89 s","1"
"2023-09-08 09:47:55","1694141275000","7.20%","54.1%","1.69 GB/s","1.65 GB/s","4.80 req/s","4 req/s","3.19 s","1"
"2023-09-08 09:48:00","1694141280000","8.00%","53.4%","902 MB/s","930 MB/s","2.80 req/s","1 req/s","4.48 s","1"
"2023-09-08 09:48:05","1694141285000","8.60%","53.5%","1.92 GB/s","1.65 GB/s","3.80 req/s","3 req/s","3.55 s","1"
"2023-09-08 09:48:10","1694141290000","17.6%","58.3%","5.09 GB/s","5.49 GB/s","3.80 req/s","1.40 req/s","2.97 s","1"
"2023-09-08 09:48:15","1694141295000","19.0%","53.5%","6.02 GB/s","5.29 GB/s","2.20 req/s","0 req/s","2.61 s","0"
"2023-09-08 09:48:20","1694141300000","14.6%","53.5%","4.36 GB/s","4.03 GB/s","2.80 req/s","0.400 req/s","3.57 s","1"
"2023-09-08 09:48:25","1694141305000","17.6%","53.4%","5.21 GB/s","4.63 GB/s","1.80 req/s","0 req/s","3.50 s","0"
"2023-09-08 09:48:30","1694141310000","12.6%","58.1%","10.4 GB/s","8.90 GB/s","2.60 req/s","0 req/s","963 ms","0"
"2023-09-08 09:48:35","1694141315000","14.2%","53.3%","5.33 GB/s","4.73 GB/s","2.60 req/s","0 req/s","1.51 s","0"
"2023-09-08 09:48:40","1694141320000","12.4%","53.5%","5.84 GB/s","5.04 GB/s","2.40 req/s","0 req/s","1.03 s","0"
"2023-09-08 09:48:45","1694141325000","14.4%","53.6%","2.75 GB/s","2.53 GB/s","1.60 req/s","0 req/s","2.09 s","0"
"2023-09-08 09:48:50","1694141330000","4.80%","53.3%","411 MB/s","517 MB/s","2.60 req/s","2.40 req/s","2.83 s","1"
"2023-09-08 09:48:55","1694141335000","7.60%","53.3%","1.51 GB/s","1.44 GB/s","3.20 req/s","0.800 req/s","3.85 s","1"
"2023-09-08 09:49:00","1694141340000","9.60%","53.5%","3.09 GB/s","2.67 GB/s","1.40 req/s","0 req/s","842 ms","0"
"2023-09-08 09:49:05","1694141345000","8.60%","53.5%","794 MB/s","781 MB/s","1.20 req/s","0 req/s","1.26 s","0"
"2023-09-08 09:49:10","1694141350000","9.20%","53.6%","2.82 GB/s","2.96 GB/s","3.80 req/s","1.80 req/s","3.06 s","1"
"2023-09-08 09:49:15","1694141355000","16.6%","54.6%","6.86 GB/s","6.88 GB/s","2.80 req/s","0 req/s","3.26 s","0"
"2023-09-08 09:49:20","1694141360000","13.2%","53.7%","5.34 GB/s","4.67 GB/s","3.20 req/s","0 req/s","2.83 s","0"
"2023-09-08 09:49:25","1694141365000","14.6%","53.7%","5.22 GB/s","4.63 GB/s","2.20 req/s","0 req/s","1.35 s","0"
"2023-09-08 09:49:30","1694141370000","11.6%","53.4%","2.52 GB/s","2.87 GB/s","1.40 req/s","0 req/s","1.24 s","0"
"2023-09-08 09:49:35","1694141375000","9.40%","52.8%","3.87 GB/s","2.84 GB/s","1 req/s","0 req/s","714 ms","0"
"2023-09-08 09:49:40","1694141380000","17.0%","54.8%","5.65 GB/s","5.09 GB/s","2.20 req/s","0 req/s","2.30 s","0"
"2023-09-08 09:49:45","1694141385000","12.8%","59.2%","4.62 GB/s","4.05 GB/s","3.40 req/s","2 req/s","3.66 s","1"
"2023-09-08 09:49:50","1694141390000","8.20%","53.2%","994 MB/s","994 MB/s","4.60 req/s","2.40 req/s","3.90 s","1"
"2023-09-08 09:49:55","1694141395000","14.8%","54.6%","7.12 GB/s","7.09 GB/s","2.60 req/s","0 req/s","2.11 s","0"
"2023-09-08 09:50:00","1694141400000","23.4%","53.9%","11.0 GB/s","9.19 GB/s","3 req/s","0 req/s","3.05 s","0"
"2023-09-08 09:50:05","1694141405000","13.0%","53.3%","1.48 GB/s","1.38 GB/s","1 req/s","0 req/s","1.40 s","0"
"2023-09-08 09:50:10","1694141410000","19.4%","54.1%","4.35 GB/s","3.74 GB/s","2.20 req/s","0 req/s","1.82 s","0"
"2023-09-08 09:50:15","1694141415000","7.00%","53.0%","2.52 GB/s","2.19 GB/s","1.40 req/s","0 req/s","685 ms","0"
"2023-09-08 09:50:20","1694141420000","15.8%","53.3%","9.94 GB/s","8.54 GB/s","2 req/s","0 req/s","987 ms","0"
"2023-09-08 09:50:25","1694141425000","17.4%","53.4%","3.29 GB/s","3.20 GB/s","1.80 req/s","0 req/s","2.59 s","0"
"2023-09-08 09:50:30","1694141430000","9.20%","53.4%","1.30 GB/s","1.39 GB/s","3.20 req/s","2.40 req/s","3.28 s","1"
"2023-09-08 09:50:35","1694141435000","16.6%","51.7%","4.17 GB/s","4.58 GB/s","2.60 req/s","0.200 req/s","4.63 s","1"
"2023-09-08 09:50:40","1694141440000","22.0%","53.5%","9.31 GB/s","8.62 GB/s","4.20 req/s","0.200 req/s","2.72 s","1"
"2023-09-08 09:50:45","1694141445000","26.0%","54.2%","10.1 GB/s","8.78 GB/s","2.40 req/s","0 req/s","1.65 s","0"
"2023-09-08 09:50:50","1694141450000","13.0%","53.7%","7.26 GB/s","6.24 GB/s","1.80 req/s","0 req/s","1.09 s","0"
"2023-09-08 09:50:55","1694141455000","17.2%","54.0%","10.0 GB/s","8.67 GB/s","2.20 req/s","0 req/s","1.03 s","0"
"2023-09-08 09:51:00","1694141460000","4.60%","53.8%","1.64 GB/s","1.51 GB/s","1.20 req/s","0 req/s","829 ms","0"
"2023-09-08 09:51:05","1694141465000","15.8%","50.4%","3.11 GB/s","2.89 GB/s","2 req/s","0 req/s","2.53 s","0"
"2023-09-08 09:51:10","1694141470000","25.4%","53.2%","5.03 GB/s","4.52 GB/s","1.60 req/s","0.400 req/s","4.53 s","1"
"2023-09-08 09:51:15","1694141475000","16.2%","54.0%","4.95 GB/s","4.43 GB/s","4 req/s","1.40 req/s","3.76 s","1"
"2023-09-08 09:51:20","1694141480000","16.0%","58.0%","7.77 GB/s","6.67 GB/s","2.80 req/s","0 req/s","1.70 s","0"
"2023-09-08 09:51:25","1694141485000","12.6%","52.7%","5.60 GB/s","4.83 GB/s","1.60 req/s","0 req/s","991 ms","0"
"2023-09-08 09:51:30","1694141490000","13.2%","53.5%","3.73 GB/s","3.78 GB/s","1.80 req/s","0 req/s","1.30 s","0"
"2023-09-08 09:51:35","1694141495000","5.80%","54.0%","5.12 GB/s","3.98 GB/s","2 req/s","0 req/s","654 ms","0"
"2023-09-08 09:51:40","1694141500000","22.0%","54.8%","10.9 GB/s","9.44 GB/s","2.60 req/s","0 req/s","2.25 s","0"
"2023-09-08 09:51:45","1694141505000","19.6%","60.5%","11.5 GB/s","10.2 GB/s","2.40 req/s","0 req/s","1.99 s","0"
"2023-09-08 09:51:50","1694141510000","26.4%","64.1%","15.2 GB/s","13.7 GB/s","3 req/s","0.200 req/s","2.99 s","1"
"2023-09-08 09:51:55","1694141515000","17.8%","60.9%","3.59 GB/s","4.37 GB/s","2.80 req/s","1.40 req/s","3.52 s","1"
"2023-09-08 09:52:00","1694141520000","16.4%","53.3%","5.56 GB/s","4.72 GB/s","2.20 req/s","0 req/s","3.78 s","0"
"2023-09-08 09:52:05","1694141525000","15.2%","53.6%","4.96 GB/s","4.35 GB/s","1.80 req/s","0 req/s","1.27 s","0"
"2023-09-08 09:52:10","1694141530000","16.4%","53.7%","7.86 GB/s","6.79 GB/s","2.20 req/s","0 req/s","601 ms","0"
"2023-09-08 09:52:15","1694141535000","16.6%","50.9%","5.88 GB/s","5.20 GB/s","2.40 req/s","0 req/s","1.95 s","0"
"2023-09-08 09:52:20","1694141540000","10.8%","50.3%","3.75 GB/s","3.30 GB/s","3.20 req/s","0 req/s","1.08 s","0"
"2023-09-08 09:52:25","1694141545000","16.2%","54.5%","5.74 GB/s","5.06 GB/s","1.40 req/s","0 req/s","922 ms","0"
"2023-09-08 09:52:30","1694141550000","18.2%","55.4%","9.83 GB/s","8.58 GB/s","3.20 req/s","0 req/s","2.13 s","0"
"2023-09-08 09:52:35","1694141555000","22.4%","54.2%","11.9 GB/s","10.3 GB/s","3.40 req/s","0 req/s","1.59 s","0"
"2023-09-08 09:52:40","1694141560000","8.00%","53.2%","4.67 GB/s","3.98 GB/s","2 req/s","0 req/s","755 ms","0"
"2023-09-08 09:52:45","1694141565000","14.2%","54.7%","12.4 GB/s","10.8 GB/s","2.20 req/s","0 req/s","390 ms","0"
"2023-09-08 09:52:50","1694141570000","23.0%","52.6%","13.6 GB/s","11.7 GB/s","3.40 req/s","0 req/s","583 ms","0"
"2023-09-08 09:52:55","1694141575000","16.6%","53.6%","5.65 GB/s","5.05 GB/s","2.20 req/s","0 req/s","2.30 s","0"
"2023-09-08 09:53:00","1694141580000","18.8%","53.7%","9.19 GB/s","8.00 GB/s","3 req/s","0 req/s","1.66 s","0"
"2023-09-08 09:53:05","1694141585000","19.8%","57.2%","7.37 GB/s","6.45 GB/s","1.80 req/s","0 req/s","946 ms","0"
"2023-09-08 09:53:10","1694141590000","17.4%","49.8%","3.06 GB/s","2.75 GB/s","2.60 req/s","0 req/s","1.13 s","0"
"2023-09-08 09:53:15","1694141595000","23.8%","50.1%","9.64 GB/s","8.59 GB/s","1.60 req/s","0 req/s","889 ms","0"
"2023-09-08 09:53:20","1694141600000","5.20%","50.8%","3.19 GB/s","2.74 GB/s","2 req/s","0 req/s","496 ms","0"
"2023-09-08 09:53:25","1694141605000","11.8%","54.9%","6.87 GB/s","5.90 GB/s","2 req/s","0 req/s","741 ms","0"
"2023-09-08 09:53:30","1694141610000","10.8%","55.1%","4.09 GB/s","3.67 GB/s","1 req/s","0 req/s","675 ms","0"
"2023-09-08 09:53:35","1694141615000","16.4%","53.4%","7.73 GB/s","6.69 GB/s","3 req/s","0 req/s","1.01 s","0"
"2023-09-08 09:53:40","1694141620000","14.4%","54.7%","4.77 GB/s","4.48 GB/s","2 req/s","0.200 req/s","2.08 s","1"
"2023-09-08 09:53:45","1694141625000","20.0%","51.1%","7.77 GB/s","6.89 GB/s","3.60 req/s","0.200 req/s","2.80 s","1"
"2023-09-08 09:53:50","1694141630000","18.0%","54.3%","8.38 GB/s","7.30 GB/s","3 req/s","0 req/s","1.55 s","0"
"2023-09-08 09:53:55","1694141635000","20.2%","54.8%","8.28 GB/s","7.33 GB/s","1.80 req/s","0 req/s","2.80 s","0"
"2023-09-08 09:54:00","1694141640000","21.0%","53.7%","5.66 GB/s","5.18 GB/s","3.20 req/s","0 req/s","3.37 s","0"
"2023-09-08 09:54:05","1694141645000","21.4%","53.2%","5.21 GB/s","4.42 GB/s","3 req/s","0 req/s","1.50 s","0"
"2023-09-08 09:54:10","1694141650000","18.2%","54.0%","4.38 GB/s","3.93 GB/s","2.40 req/s","0 req/s","1.41 s","0"
"2023-09-08 09:54:15","1694141655000","15.4%","54.1%","8.08 GB/s","6.89 GB/s","1.80 req/s","0 req/s","1.18 s","0"
"2023-09-08 09:54:20","1694141660000","15.0%","52.8%","5.43 GB/s","4.84 GB/s","1.80 req/s","0 req/s","1.15 s","0"
"2023-09-08 09:54:25","1694141665000","17.2%","53.7%","7.55 GB/s","6.54 GB/s","3 req/s","0 req/s","1.61 s","0"
"2023-09-08 09:54:30","1694141670000","14.2%","53.2%","3.22 GB/s","2.96 GB/s","1.80 req/s","0 req/s","1.49 s","0"
"2023-09-08 09:54:35","1694141675000","17.0%","52.8%","5.29 GB/s","4.70 GB/s","2.40 req/s","0 req/s","1.82 s","0"
"2023-09-08 09:54:40","1694141680000","12.8%","53.4%","4.47 GB/s","3.90 GB/s","2.20 req/s","0 req/s","942 ms","0"
"2023-09-08 09:54:45","1694141685000","14.2%","54.3%","5.87 GB/s","5.14 GB/s","2.40 req/s","0 req/s","1.35 s","0"
"2023-09-08 09:54:50","1694141690000","13.0%","53.9%","4.73 GB/s","4.11 GB/s","2.40 req/s","0 req/s","866 ms","0"
"2023-09-08 09:54:55","1694141695000","18.4%","56.5%","11.6 GB/s","9.99 GB/s","2.80 req/s","0 req/s","943 ms","0"
"2023-09-08 09:55:00","1694141700000","14.0%","53.4%","4.82 GB/s","4.91 GB/s","2.60 req/s","0 req/s","1.92 s","0"
"2023-09-08 09:55:05","1694141705000","25.0%","53.2%","9.18 GB/s","7.38 GB/s","2 req/s","0 req/s","1.75 s","0"
"2023-09-08 09:55:10","1694141710000","20.0%","53.4%","7.95 GB/s","7.34 GB/s","2.80 req/s","0 req/s","1.97 s","0"
"2023-09-08 09:55:15","1694141715000","26.6%","60.7%","7.24 GB/s","6.03 GB/s","1.60 req/s","0 req/s","2.15 s","0"
"2023-09-08 09:55:20","1694141720000","22.0%","53.5%","7.20 GB/s","6.43 GB/s","2.20 req/s","0 req/s","2.14 s","0"
"2023-09-08 09:55:25","1694141725000","12.6%","54.0%","5.37 GB/s","4.56 GB/s","2 req/s","0 req/s","1.21 s","0"
"2023-09-08 09:55:30","1694141730000","25.2%","53.0%","9.36 GB/s","8.20 GB/s","2.20 req/s","0 req/s","1.41 s","0"
"2023-09-08 09:55:35","1694141735000","20.2%","58.9%","9.69 GB/s","8.33 GB/s","3.20 req/s","0 req/s","1.00 s","0"
"2023-09-08 09:55:40","1694141740000","18.4%","53.5%","7.77 GB/s","6.76 GB/s","1.40 req/s","0 req/s","961 ms","0"
"2023-09-08 09:55:45","1694141745000","19.0%","52.6%","8.35 GB/s","7.24 GB/s","2.20 req/s","0 req/s","1.26 s","0"
"2023-09-08 09:55:50","1694141750000","27.8%","58.5%","15.5 GB/s","13.8 GB/s","3.20 req/s","0 req/s","2.89 s","0"
"2023-09-08 09:55:55","1694141755000","16.6%","54.9%","6.97 GB/s","5.96 GB/s","1.80 req/s","0 req/s","801 ms","0"
"2023-09-08 09:56:00","1694141760000","16.2%","53.3%","6.35 GB/s","5.53 GB/s","2.40 req/s","0 req/s","838 ms","0"
"2023-09-08 09:56:05","1694141765000","19.0%","54.2%","6.87 GB/s","6.01 GB/s","2 req/s","0 req/s","1.10 s","0"
"2023-09-08 09:56:10","1694141770000","11.0%","53.2%","1.53 GB/s","1.42 GB/s","1.80 req/s","0 req/s","1.83 s","0"
"2023-09-08 09:56:15","1694141775000","20.6%","53.4%","9.23 GB/s","7.98 GB/s","3 req/s","0 req/s","2.40 s","0"
"2023-09-08 09:56:20","1694141780000","19.2%","54.9%","6.33 GB/s","5.55 GB/s","1.60 req/s","0 req/s","903 ms","0"
"2023-09-08 09:56:25","1694141785000","6.60%","55.9%","1.36 GB/s","1.24 GB/s","1.40 req/s","0 req/s","847 ms","0"
"2023-09-08 09:56:30","1694141790000","21.6%","53.1%","8.12 GB/s","7.27 GB/s","2 req/s","0 req/s","2.10 s","0"
"2023-09-08 09:56:35","1694141795000","16.0%","53.6%","9.38 GB/s","8.34 GB/s","4.40 req/s","1 req/s","2.94 s","1"
"2023-09-08 09:56:40","1694141800000","19.4%","53.7%","3.32 GB/s","3.41 GB/s","2 req/s","0 req/s","1.44 s","0"
"2023-09-08 09:56:45","1694141805000","17.4%","53.4%","7.17 GB/s","5.84 GB/s","1.80 req/s","0 req/s","1.04 s","0"
"2023-09-08 09:56:50","1694141810000","19.0%","53.0%","3.92 GB/s","3.55 GB/s","1.80 req/s","0 req/s","1.44 s","0"
"2023-09-08 09:56:55","1694141815000","19.6%","57.0%","10.3 GB/s","9.23 GB/s","3.40 req/s","0 req/s","2.28 s","0"
"2023-09-08 09:57:00","1694141820000","22.8%","58.0%","14.7 GB/s","12.6 GB/s","3.20 req/s","0 req/s","1.73 s","0"
"2023-09-08 09:57:05","1694141825000","12.8%","53.3%","4.39 GB/s","4.51 GB/s","2.20 req/s","0 req/s","1.36 s","0"
"2023-09-08 09:57:10","1694141830000","19.4%","50.6%","9.15 GB/s","7.22 GB/s","3 req/s","0 req/s","1.85 s","0"
"2023-09-08 09:57:15","1694141835000","14.0%","53.8%","6.56 GB/s","5.71 GB/s","1.60 req/s","0 req/s","1.07 s","0"
"2023-09-08 09:57:20","1694141840000","11.0%","54.5%","4.53 GB/s","4.25 GB/s","2.40 req/s","1 req/s","2.50 s","1"
"2023-09-08 09:57:25","1694141845000","15.2%","53.5%","3.24 GB/s","2.87 GB/s","4 req/s","0.800 req/s","2.99 s","1"
"2023-09-08 09:57:30","1694141850000","15.4%","53.5%","8.70 GB/s","7.49 GB/s","2.60 req/s","0 req/s","1.29 s","0"
"2023-09-08 09:57:35","1694141855000","16.0%","53.3%","4.88 GB/s","4.38 GB/s","2.40 req/s","0 req/s","3.04 s","0"
"2023-09-08 09:57:40","1694141860000","17.4%","55.6%","5.36 GB/s","4.69 GB/s","2.80 req/s","0 req/s","1.72 s","0"
"2023-09-08 09:57:45","1694141865000","13.4%","50.5%","4.59 GB/s","4.21 GB/s","2.20 req/s","0 req/s","3.05 s","0"
"2023-09-08 09:57:50","1694141870000","20%","53.8%","6.42 GB/s","6.05 GB/s","3.60 req/s","0.400 req/s","3.54 s","1"
